博卡萨 , 1
博塔 , 9
博奈丽 , 1
博斯科夫斯基 , 1
占旭刚 , 2
卡伦·布里克森 , 1
卡利尼奇 , 1
卡尔 , 2
卡尔·李卜克内西 , 1
卡尔·波普 , 1
卡尔梅努·韦拉 , 1
卡尔森 , 1
卡尔波夫 , 3
卡尔逊 , 3
卡巴伊 , 1
卡恩 , 1
卡拉扬 , 2
卡拉辛 , 1
卡斯特罗 , 3
卡斯蒂约 , 1
卡杜米 , 1
卡比拉 , 4
卡洛斯 , 1
卡翁达 , 7
卡西迪 , 1
卡里莫夫 , 3
卢克俭 , 1
卢军 , 8
卢功勋 , 1
卢加斯 , 1
卢劲 , 4
卢卡申科 , 4
卢嘉 , 1
卢嘉锡 , 1
卢尧 , 1
卢日科夫 , 1
卢格柱 , 1
卢瑞华 , 1
卢秀梅 , 1
卢良恕 , 1
卢荣景 , 2
卢萍 , 1
卫岩 , 1
卫立煌 , 1
印第安纳·琼斯 , 1
原媛 , 5
古先光 , 1
古斯塔夫松 , 1
古杰拉尔 , 9
古莱德 , 1
史增海 , 7
史大桢 , 2
史密斯 , 1
史泰龙 , 1
史照栋 , 1
史蒂芬·斯皮尔伯格 , 1
叶乔波 , 1
叶佩英 , 1
叶公琦 , 1
叶利钦 , 53
叶剑英 , 1
叶华 , 1
叶寿荣 , 1
叶小文 , 3
叶挺 , 1
叶明强 , 1
叶桂 , 3
叶氏 , 1
叶江川 , 2
叶石池 , 1
叶莲美 , 9
叶莲营 , 1
叶赫 , 4
叶赫那拉 , 1
叶连娜 , 3
叶连松 , 4
叶选平 , 3
叶钊颖 , 3
叶锦福 , 1
叶鹏 , 2
司徒美堂 , 1
司马义·艾买提 , 3
司马徽 , 2
司马迁 , 2
吉佩定 , 6
吉尔伯特 , 1
吉尼斯 , 1
吉斯贝尔 , 2
吉本斯 , 1
吉格斯 , 1
吉里贾·普拉萨德·柯伊拉腊 , 1
吉马迪 , 2
后藤田正晴 , 1
向兵 , 2
向在远 , 2
向炜 , 1
向邦礼 , 1
吕厄 , 1
吕厚民 , 1
吕吉祥 , 1
吕奉先 , 1
吕宏强 , 3
吕布 , 2
吕志强 , 1
吕志星 , 2
吕振万 , 1
吕正操 , 2
吕相友 , 1
吕网大 , 1
吕聪敏 , 3
吕艺生 , 2
吕赫若 , 2
吕钦 , 1
吕鸿 , 1
君士坦丁 , 1
启功 , 1
吴习洲 , 5
吴二 , 1
吴亚明 , 5
吴亦侠 , 1
吴京红 , 1
吴仪 , 7
吴作栋 , 4
吴修平 , 1
吴倚幸 , 1
吴克明 , 1
吴兢 , 1
吴兴华 , 1
吴冠中 , 1
吴冷西 , 1
吴刚 , 1
吴双战 , 1
吴基传 , 1
吴天祥 , 4
吴孟超 , 3
吴学谦 , 1
吴宏权 , 9
吴寿章 , 1
吴庆龙 , 2
吴庭良 , 1
吴彬 , 4
吴志美 , 1
吴恒权 , 4
吴敏茜 , 1
吴敦夫 , 4
吴敬琏 , 1
吴文斌 , 1
吴明廉 , 1
吴晓灵 , 1
吴晗 , 1
吴梨花 , 2
吴泽洲 , 3
吴满有 , 1
吴玉章 , 1
吴祖光 , 1
吴祖强 , 1
吴祖荣 , 1
吴纯丽 , 1
吴绮敏 , 2
吴艳艳 , 14
吴觉非 , 2
吴贱安 , 1
吴迎春 , 1
吴邦国 , 25
吴金印 , 2
吴铨叙 , 5
吴阶平 , 3
吴雁泽 , 1
周×× , 1
周丽萍 , 1
周义霖 , 8
周亮 , 1
周传家 , 1
周传统 , 1
周作人 , 1
周俊勋 , 2
周健伟 , 1
周光召 , 3
周公 , 6
周凤玉 , 1
周刚 , 1
周勇 , 3
周华健 , 1
周叔莲 , 1
周哲文 , 3
周子玉 , 2
周学农 , 3
周学源 , 4
周宏英 , 2
周宗欣 , 2
周寒琼 , 1
周小燕 , 13
周岚 , 1
周幼马 , 1
周强 , 2
周彦斌 , 1
周德武 , 2
周志刚 , 1
周志方 , 9
周恩来 , 137
周恩来邓颖超 , 2
周振全沈宫轩 , 1
周文华 , 1
周文重 , 1
周明 , 4
周明泰 , 1
周桂英 , 1
周梅森 , 1
周正庆 , 3
周永康 , 1
周泓洋 , 1
周然毅 , 1
周瑜 , 2
周秀兰 , 3
周立群 , 1
周绍铮 , 1
周继强 , 1
周维 , 1
周萌 , 4
周觉 , 2
周解蓉 , 1
周连桥 , 1
周邓 , 2
周郎 , 3
周锡生 , 4
周非 , 1
周鹤洋 , 11
哈塔米 , 13
哈希姆 , 1
哈拉齐 , 3
哈桑 , 9
哈桑纳尔·博尔基亚 , 1
哈梅内伊 , 2
哈比卜·易卜拉欣·阿德利 , 1
哈科特 , 2
哈立法克斯 , 1
哈米提·铁木尔 , 1
哈维尔·索拉纳 , 1
哈罗维兹 , 2
哈翠平 , 1
哈菲兹 , 1
哈贝马斯 , 1
哈里·詹金斯 , 1
哈钦森 , 2
哈韦尔 , 3
哈马·阿马杜 , 2
哈马迪 , 12
哥德巴赫 , 4
哥达 , 1
哥顿 , 1
唐国强 , 1
唐天标 , 1
唐太宗 , 1
唐家璇 , 5
唐岩 , 2
唐敖庆 , 1
唐树森 , 1
唐永淑 , 3
唐汤民 , 1
唐玄宗 , 1
唐维红 , 1
唐耿良 , 2
唐胜利 , 11
唐虹 , 1
唐西生 , 1
商泽军 , 1
喜莲 , 1
喻广生 , 1
喻斌 , 1
嗣杰 , 1
嘉木样·洛桑久美·图丹却吉尼玛 , 1
回良玉 , 3
因苏尔萨 , 1
图伊莱帕·塞莱莱·马列莱高伊 , 1
图拉宗佐达 , 1
图雷斯基 , 2
土井 , 2
土井多贺子 , 1
坎代 , 1
坎宁安 , 1
坎特 , 1
坚宗 , 2
坦皮斯特 , 1
埃克哈德 , 2
埃利奥特·莫尔斯 , 1
埃坦 , 1
埃尔巴坎 , 4
埃弗迪卡哈 , 1
埃拉苏里斯 , 1
埃文 , 2
埃斯波斯托 , 1
埃里卡特 , 5
基尼 , 1
基普凯特 , 1
基辛格 , 2
堀内光雄 , 1
堂吉诃德 , 2
塔吉耶夫 , 2
塔尔博特 , 2
塔帕 , 2
塔拉尔 , 4
塔拉特 , 1
塔拉瓦奈 , 2
塔拉索夫 , 4
塔斯马尼安 , 2
塔纳苏加恩 , 1
塔纳苏干 , 1
塔鲁克·谢赫 , 1
塞尔帕 , 2
塞尔登 , 1
塞泽尔 , 1
塞维里诺 , 3
塞蒙 , 1
塞迪略 , 1
塞韦林 , 2
夏令安 , 1
夏克强 , 2
夏凡 , 1
夏晓云 , 1
夏林 , 4
夏洪青 , 2
夏珺 , 2
夏茸尕布 , 5
夏衍 , 3
夏训诚 , 1
夏赞忠 , 1
夏鹏 , 1
夏鼐 , 1
多兰 , 2
多吉才让 , 6
多恩布什 , 1
多明戈·西亚松 , 1
多迪克 , 3
大月 , 1
大月洋一 , 1
大泽理惠 , 1
太史慈 , 1
夫子 , 1
央杰本 , 2
奇卢巴 , 3
奈什 , 1
奎媛媛 , 1
契诃夫 , 1
奚敏 , 1
奚美娟 , 2
奥尔 , 1
奥尔布赖特 , 19
奥尼尔 , 1
奥山 , 6
奥山由美 , 1
奥德伦 , 1
奥拉西奥·塞尔帕·乌里韦 , 1
奥斯汀 , 2
奥田硕 , 2
奥绍 , 2
奥贝德 , 1
如来佛 , 1
姆卡帕 , 2
姆贝雷南多·武宁邦博 , 1
姚大伟 , 1
姚焕章 , 1
姚自敏 , 1
姚莹 , 1
姜信真 , 1
姜大明 , 2
姜尼拉 , 1
姜昆 , 1
姜春云 , 17
姜渭渔 , 4
姜维朴 , 1
姜雁 , 1
姜黎黎 , 1
威廉·佩里 , 4
威廉·比格尼斯 , 1
威廉·肖 , 2
威廉·莱易斯 , 1
威廉—格拉夫 , 1
子冈 , 1
子刚 , 2
子翼 , 2
孔令志 , 5
孔令辉 , 6
孔夫子 , 4
孔夫寿 , 1
孔子 , 4
孔孟 , 1
孔岩 , 1
孔庆河 , 2
孔明 , 4
孔晓宇 , 4
孔泽尔 , 3
孔玲 , 8
孔祥熙 , 1
孔繁文秦友顺 , 1
孔繁森 , 13
孙中山 , 5
孙为军 , 1
孙俊 , 1
孙俊人 , 1
孙光英 , 1
孙克雄 , 1
孙其峰 , 1
孙凤珍 , 1
孙凯 , 3
孙勇 , 1
孙占山 , 1
孙占海 , 1
孙天义 , 1
孙孚凌 , 8
孙家正 , 2
孙小宝 , 1
孙小平 , 3
孙录 , 9
孙悟空 , 1
孙悦 , 1
孙承斌 , 1
孙文林 , 3
孙文盛 , 10
孙明扬 , 1
孙星文 , 1
孙晓明 , 1
孙权 , 3
孙杰 , 6
孙楚寅 , 1
孙毅 , 1
孙海龙 , 1
孙涛 , 1
孙淑伟 , 9
孙益新赵旭东 , 1
孙秀艳 , 1
孙继海 , 1
孙老 , 2
孙自铎 , 1
孙英 , 1
孙茂庆 , 2
孙荣 , 1
孙道临 , 2
孙金龙 , 2
孙雯 , 2
孟学农 , 1
孟宪励 , 2
孟富林 , 1
孟庆云 , 1
孟德 , 3
孟晓驷 , 1
孟欣 , 4
孟浩然 , 1
孟祥芬 , 1
孟西安 , 1
季允石 , 2
季正清 , 3
季羡林 , 5
宁春红 , 2
宁洪虎 , 7
宁海强 , 1
宁述勇 , 2
安南 , 19
安启元 , 1
安培 , 4
安士伟 , 1
安子文 , 31
安安 , 4
安小虎 , 1
安徒生 , 1
安德烈·科科申 , 3
安德烈斯 , 1
安德烈斯·卡斯特罗 , 2
安德雷斯·科尔 , 1
安德鲁·托马斯 , 3
安成信 , 1
安江 , 2
安洋 , 1
安玉莲 , 1
安部川澄夫 , 1
安金鹏 , 1
宋健 , 15
宋国桐 , 1
宋子文 , 1
宋学武 , 1
宋宝瑞 , 3
宋平 , 3
宋庆龄 , 5
宋德福 , 2
宋振平 , 1
宋新启 , 5
宋晓刚 , 2
宋某 , 2
宋瑞祥 , 1
宋登华 , 1
宋秋山 , 3
宋立杰 , 3
宋臣 , 1
宋金木 , 1
宗泽 , 1
宗福才 , 1
官顺孙益新 , 1
宣林 , 1
宫川 , 2
宫川宏一 , 4
宰赫迪 , 1
密特朗 , 1
寇占文 , 1
尉健行 , 39
尉凤英 , 1
小余 , 1
小军 , 3
小冯 , 4
小婉 , 1
小安 , 1
小平 , 9
小廖 , 1
小张 , 2
小曲 , 2
小村正彦 , 1
小村武 , 4
小林 , 2
小林实 , 2
小林觉 , 1
小泽 , 3
小泽一郎 , 2
小泽辰男 , 1
小渊惠三 , 1
小王 , 2
小田 , 2
小萝卜头 , 1
小许 , 14
小贺 , 5
小贾 , 4
小赵 , 6
小金 , 1
小马 , 1
小Ａ , 4
少颖 , 1
尔兹 , 1
尕玛多吉 , 1
尚慕杰 , 10
尚绪谦 , 2
尚美英 , 14
尚金锁 , 2
尤利安·勒·格兰德 , 1
尤艳春 , 2
尹克升 , 4
尹品端 , 1
尹树广 , 1
尹鸿祝 , 8
尼克松 , 1
尼扎尔·哈姆敦 , 1
尼玛慈仁 , 1
尼赫鲁—甘地 , 5
居里夫人 , 1
屈原 , 1
山下真澄 , 1
山口 , 1
山口光 , 1
山本未来 , 1
山泉萨满 , 1
岳林才 , 1
崔世安 , 1
崔伟 , 1
崔俊波 , 1
崔保山 , 2
崔占福 , 1
崔士鑫 , 1
崔嵩 , 2
崔敏 , 9
崔文华 , 1
崔明勋 , 1
崔木岚 , 1
崔秀庭 , 2
崔秀萍 , 1
崔莺莺 , 1
川·立派 , 9
左文茹 , 1
左洪涛 , 1
左藤惠 , 1
巴人 , 1
巴嘎班迪 , 2
巴尔舍夫斯基 , 1
巴布斯 , 2
巴希尔 , 1
巴拉克 , 1
巴斯 , 1
巴特勒 , 24
巴特尔 , 3
巴瑞特 , 1
巴萨耶夫 , 1
巴赫 , 1
巴音朝鲁 , 2
布什 , 1
布尔加克 , 1
布拉威 , 1
布拉德利·谢弗 , 1
布拉藻斯卡斯 , 2
布朗 , 2
布朗特 , 1
布林卡特 , 1
布约亚 , 2
布莱克·克莱 , 1
布莱尔 , 37
布费 , 1
布赫 , 7
布里坦 , 1
布马扎 , 1
布鲁克 , 1
师永刚范青 , 1
希克迈特·赫朱 , 1
希尔顿 , 2
希思 , 1
希拉克 , 24
希拉里 , 3
希特勒 , 3
希萨诺 , 2
帕卡琳娜 , 6
帕塔塞 , 1
帕尔默 , 1
帕巴蓬·诗里巴尼 , 1
帕帕佐普洛斯 , 1
帕斯曼诺夫 , 1
帕潘德里欧 , 1
帕蓬 , 4
席勒 , 1
席星顺 , 1
常昊 , 14
常满 , 1
平狄克 , 1
幺红 , 1
庄利 , 1
庄福龄 , 1
庄红卫 , 1
庄金宝 , 1
庄霞琴 , 1
库克 , 11
库尔尼科娃 , 6
库巴 , 1
应龙 , 1
庞国兴 , 1
庞国标 , 1
庞圆娜 , 3
庞德 , 2
庞海龙 , 2
座山雕 , 1
康世恩 , 1
康德苏 , 1
康斯坦丁内斯库 , 4
康浦 , 1
康淑兰 , 1
康生 , 3
廖伟兴 , 1
廖先旺 , 1
廖全京 , 1
廖承志 , 1
廖昌永 , 1
廖晖 , 2
廖汉生 , 1
建军 , 2
弗兰克·卡恩 , 1
弗兰克尔 , 1
弗利德里希·博尔 , 1
弗罗兰德 , 1
弗雷德里克·史密斯 , 1
弗雷谢特 , 2
张丁华 , 4
张万年 , 21
张万年迟浩田 , 1
张三 , 1
张三丰 , 1
张业忠 , 1
张东升 , 1
张东文 , 1
张东波 , 3
张严 , 1
张中伟 , 1
张乐平 , 1
张书政 , 1
张书政秉广向军 , 1
张京 , 1
张伟良 , 1
张传宣 , 1
张伯海 , 1
张伯驹 , 1
张俊以 , 6
张俊成 , 1
张信哲 , 1
张允 , 1
张先国 , 2
张光斗 , 2
张克辉 , 2
张全景 , 2
张剑红 , 1
张勇 , 11
张勇军 , 2
张华明 , 1
张卓元 , 1
张卫平 , 1
张厚载 , 1
张友生 , 1
张发奎 , 1
张发强 , 4
张同钰 , 1
张向东 , 2
张君瑞 , 1
张善子 , 1
张国伟 , 7
张国光 , 1
张国凤 , 1
张国成 , 3
张国文 , 1
张大千 , 1
张大和 , 1
张如亮 , 2
张子善 , 2
张学良 , 1
张宁斌 , 1
张安惠 , 6
张宝义 , 1
张宝军 , 2
张宝林 , 1
张宿堂 , 7
张尉 , 1
张岸涛裴双喜郝建平 , 1
张左己 , 1
张平 , 1
张庆 , 1
张庆霞 , 1
张应银 , 1
张应银樊增民 , 1
张庚 , 1
张廷发 , 2
张廷翰 , 3
张建堂 , 1
张建康 , 1
张建新 , 1
张建珍 , 1
张建良 , 4
张开干 , 3
张彬 , 1
张德元 , 1
张德广 , 1
张德江 , 1
张德纯 , 2
张志军 , 1
张志刚 , 2
张志辉 , 1
张思卿 , 3
张思德 , 1
张怡 , 2
张悌 , 2
张悦 , 1
张慧慧 , 1
张承凤 , 1
张持坚 , 1
张捷林 , 1
张攀 , 3
张敏 , 5
张文学 , 1
张日 , 3
张明远 , 1
张春园 , 2
张晓伟 , 18
张晓晶 , 1
张晔 , 1
张月亭 , 1
张权 , 1
张某 , 7
张桂溪 , 3
张次溪 , 1
张步洲 , 1
张永兴 , 1
张河燕 , 1
张治平安少兵 , 2
张泽易 , 1
张泽田 , 4
张津京 , 1
张洪斌 , 4
张洪普王洪友信宝忠 , 1
张洪河 , 2
张海丽 , 1
张海泉 , 1
张海迪 , 2
张涛 , 1
张润莲 , 1
张淑英 , 2
张湘茹张和平 , 1
张炯强 , 1
张爱民 , 1
张玉平 , 1
张玉敏 , 1
张琨锐 , 1
张瑞甫 , 1
张瑞芳 , 1
张璇 , 4
张登义 , 1
张礼慧 , 1
张祖德 , 6
张秉贵 , 5
张穗 , 1
张立昌 , 1
张素贞 , 1
张纪中 , 2
张继钢 , 1
张维萍 , 1
张罗 , 3
张耒 , 1
张肖伦 , 1
张胜雄 , 1
张良基 , 2
张茜 , 1
张荣典 , 11
张荣茂 , 1
张莹莹 , 2
张衡 , 1
张裕民 , 1
张贵剑 , 1
张跃进 , 1
张运 , 1
张连文 , 1
张道诚 , 1
张金海 , 1
张金金 , 3
张钊 , 1
张铁柱 , 2
张铁钢 , 1
张铚秀 , 1
张锦文 , 2
张锦胜 , 2
张震 , 4
张青 , 1
张革 , 1
张颖 , 1
张飞云 , 1
张馨 , 1
张鹏 , 2
强卫 , 2
强强 , 28
归通昌 , 1
归通昌张兴华 , 1
彭俊 , 1
彭冲 , 1
彭嘉陵 , 1
彭孜林 , 1
彭尼·理查兹 , 1
彭德怀 , 2
彭扬 , 1
彭楚政 , 54
彭珮云 , 2
彭真 , 1
彭育群 , 1
彼得 , 2
彼得·罗曼 , 1
彼比 , 1
彼特·加纳维奇 , 1
徐世瑶 , 1
徐业刚 , 1
徐丽君 , 1
徐义昭 , 2
徐俊 , 1
徐光春 , 1
徐凌霄 , 1
徐刚 , 1
徐勍 , 1
徐匡迪 , 4
徐卫东 , 1
徐壮志 , 1
徐天红 , 1
徐奉洙 , 1
徐学成 , 1
徐寅生 , 4
徐小帆 , 1
徐峰丽 , 3
徐建中 , 1
徐建国 , 1
徐建荣 , 1
徐悲鸿 , 5
徐惟诚 , 2
徐才 , 1
徐振海 , 1
徐敦信 , 1
徐明忠 , 9
徐春丽 , 1
徐晓 , 1
徐晓钟 , 2
徐有芳 , 4
徐机玲 , 2
徐杰 , 4
徐柏玉 , 14
徐殿举 , 1
徐殿龙 , 2
徐水云 , 1
徐永光 , 1
徐江善 , 1
徐洪刚 , 2
徐浩 , 1
徐渭 , 1
徐灵芝 , 1
徐灿根 , 1
徐然 , 1
徐祝庆 , 1
徐肖冰 , 1
徐虎 , 8
徐贻聪 , 1
徐跃起 , 1
徐迟 , 2
徐金娣 , 1
徐锡安 , 1
徐高文 , 2
德博格拉夫 , 1
德德玛 , 1
德拉米拉 , 1
德桑蒂斯 , 6
德米雷尔 , 1
德西尔吉 , 1
德雷克 , 5
忠菊 , 1
忠辉 , 1
思文 , 1
恩佐 , 8
恩古巴尼 , 1
恩斯特·曼德尔 , 1
恩来 , 11
恩格尔 , 3
恩格斯 , 15
恩米 , 14
恩苏尔 , 1
惠兆龙 , 1
惠然 , 1
惠珍 , 5
愚公 , 1
慎海雄 , 1
慕凌飞 , 6
慕绥新 , 1
慧母 , 4
戈尔 , 2
戈里 , 2
戎克惠 , 1
戎冠秀 , 1
成元功 , 1
成元生 , 1
成思危 , 1
成方圆 , 2
成龙 , 3
戚德良 , 7
戴·沃维利斯 , 1
戴克瑞 , 1
戴巍 , 1
戴敦邦 , 7
戴月琴 , 1
戴爱莲 , 1
戴相龙 , 9
戴碧蓉 , 6
戴秉国 , 3
戴维·沃尔夫 , 3
戴肯 , 2
戴英禄 , 1
戴露 , 2
戴韫 , 1
